1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.968737	1.000000	0.002099	3.1
1	-0.970588	1.000000	0.001619	1.0
2	-0.972018	1.000000	0.001235	0.9
3	-0.973095	1.000000	0.000918	0.9
4	-0.973906	1.000000	0.000728	0.9
5	-0.974545	1.000000	0.000592	0.9
6	-0.975071	1.000000	0.000506	1.0
7	-0.975512	1.000000	0.000457	0.9
8	-0.975896	1.000000	0.000438	1.0
9	-0.976212	1.000000	0.000458	0.9
10	-0.976498	1.000000	0.000474	1.0
11	-0.976731	0.500000	0.000499	1.0
12	-0.976901	0.500000	0.000329	1.2
13	-0.977052	0.500000	0.000328	1.0
14	-0.977197	0.500000	0.000320	0.9
15	-0.977343	0.500000	0.000315	1.0
16	-0.977479	0.500000	0.000311	0.8
17	-0.977616	0.500000	0.000304	1.0
18	-0.977742	0.500000	0.000310	1.0
19	-0.977866	0.500000	0.000314	1.0
20	-0.977977	0.500000	0.000316	1.0
21	-0.978089	0.500000	0.000291	1.0
22	-0.978205	0.500000	0.000302	1.0
23	-0.978308	0.500000	0.000291	0.9
24	-0.978419	0.500000	0.000300	0.9
25	-0.978516	0.500000	0.000285	0.9
26	-0.978615	0.500000	0.000290	0.9
27	-0.978707	0.500000	0.000274	0.9
28	-0.978815	0.500000	0.000279	1.2
29	-0.978889	0.500000	0.000278	1.0
30	-0.978993	0.500000	0.000279	1.0
31	-0.979061	0.500000	0.000276	1.0
32	-0.979158	0.500000	0.000270	0.9
33	-0.979231	0.500000	0.000260	1.0
34	-0.979328	0.500000	0.000277	0.9
35	-0.979391	0.500000	0.000270	0.9
36	-0.979484	0.500000	0.000241	0.9
37	-0.979561	0.500000	0.000266	0.9
38	-0.979634	0.500000	0.000255	1.0
39	-0.979709	0.500000	0.000263	0.9
40	-0.979775	0.500000	0.000255	0.8
41	-0.979857	0.500000	0.000243	0.9
42	-0.979929	0.500000	0.000267	0.9
43	-0.979991	0.500000	0.000263	1.0
44	-0.980064	0.500000	0.000246	1.0
45	-0.980127	0.500000	0.000247	1.1
46	-0.980198	0.500000	0.000226	0.9
47	-0.980272	0.500000	0.000224	0.8
48	-0.980329	0.500000	0.000252	0.9
49	-0.980384	0.500000	0.000244	1.1
50	-0.980444	0.500000	0.000240	0.8
51	-0.980495	0.250000	0.000240	0.9
52	-0.980540	0.250000	0.000197	1.0
53	-0.980576	0.250000	0.000217	1.0
54	-0.980604	0.250000	0.000222	0.9
55	-0.980636	0.250000	0.000215	0.9
56	-0.980660	0.250000	0.000218	0.9
57	-0.980693	0.250000	0.000198	1.0
58	-0.980724	0.250000	0.000216	1.1
59	-0.980754	0.250000	0.000232	1.0
60	-0.980784	0.250000	0.000210	1.0
61	-0.980816	0.250000	0.000207	0.9
62	-0.980848	0.250000	0.000258	0.9
63	-0.980870	0.250000	0.000199	1.0
64	-0.980906	0.250000	0.000209	1.0
65	-0.980931	0.250000	0.000225	0.9
66	-0.980962	0.250000	0.000213	0.8
67	-0.980986	0.250000	0.000204	0.9
68	-0.981019	0.250000	0.000200	1.0
69	-0.981046	0.250000	0.000210	0.9
70	-0.981073	0.250000	0.000220	1.0
71	-0.981103	0.250000	0.000202	0.9
72	-0.981126	0.250000	0.000205	0.9
73	-0.981161	0.250000	0.000201	1.0
74	-0.981183	0.250000	0.000228	1.2
75	-0.981210	0.250000	0.000205	1.0
76	-0.981238	0.250000	0.000234	1.0
77	-0.981259	0.250000	0.000204	1.0
78	-0.981292	0.125000	0.000257	0.9
79	-0.981305	0.125000	0.000179	1.0
80	-0.981324	0.125000	0.000191	0.9
81	-0.981335	0.125000	0.000204	0.9
