1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.968737	1.000000	0.002099	4.6
1	-0.970588	1.000000	0.001619	1.1
2	-0.972018	1.000000	0.001235	1.2
3	-0.973095	1.000000	0.000918	1.5
4	-0.973906	1.000000	0.000728	1.6
5	-0.974545	1.000000	0.000592	1.3
6	-0.975071	1.000000	0.000506	1.1
7	-0.975512	1.000000	0.000457	1.1
8	-0.975896	1.000000	0.000438	1.0
9	-0.976212	1.000000	0.000458	1.0
10	-0.976498	1.000000	0.000474	1.0
11	-0.976731	0.500000	0.000499	1.1
12	-0.976901	0.500000	0.000329	1.5
13	-0.977052	0.500000	0.000328	1.1
14	-0.977197	0.500000	0.000320	1.0
15	-0.977343	0.500000	0.000315	1.8
16	-0.977479	0.500000	0.000311	1.7
17	-0.977616	0.500000	0.000304	1.8
18	-0.977742	0.500000	0.000310	1.3
19	-0.977866	0.500000	0.000314	1.2
20	-0.977977	0.500000	0.000316	1.0
21	-0.978089	0.500000	0.000291	1.1
22	-0.978205	0.500000	0.000302	1.0
23	-0.978308	0.500000	0.000291	1.0
24	-0.978419	0.500000	0.000300	1.9
25	-0.978516	0.500000	0.000285	1.2
26	-0.978615	0.500000	0.000290	1.7
27	-0.978707	0.500000	0.000274	2.2
28	-0.978815	0.500000	0.000279	1.4
29	-0.978889	0.500000	0.000278	1.4
30	-0.978993	0.500000	0.000279	1.2
31	-0.979061	0.500000	0.000276	1.1
32	-0.979158	0.500000	0.000270	0.9
33	-0.979231	0.500000	0.000260	1.0
34	-0.979328	0.500000	0.000277	1.0
35	-0.979391	0.500000	0.000270	1.4
36	-0.979484	0.500000	0.000241	1.2
37	-0.979561	0.500000	0.000266	1.1
38	-0.979634	0.500000	0.000255	1.2
39	-0.979709	0.500000	0.000263	1.6
40	-0.979775	0.500000	0.000255	1.7
41	-0.979857	0.500000	0.000243	1.6
42	-0.979929	0.500000	0.000267	1.2
43	-0.979991	0.500000	0.000263	1.1
44	-0.980064	0.500000	0.000246	1.0
45	-0.980127	0.500000	0.000247	1.0
