1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.472339	1.000000	0.006482	239.0
1	-0.479170	1.000000	0.006512	3.0
2	-0.484950	1.000000	0.006511	2.9
3	-0.491425	1.000000	0.006544	3.4
4	-0.497912	1.000000	0.006450	2.8
5	-0.505309	1.000000	0.006458	2.8
6	-0.508684	1.000000	0.006447	2.8
7	-0.514234	1.000000	0.006453	2.7
8	-0.521033	1.000000	0.006437	3.0
9	-0.527224	1.000000	0.006385	2.9
10	-0.534527	1.000000	0.006323	2.6
11	-0.541120	1.000000	0.006294	2.6
12	-0.548296	1.000000	0.006207	2.5
13	-0.551290	1.000000	0.006168	2.5
14	-0.557667	1.000000	0.006099	2.7
15	-0.561741	1.000000	0.006068	2.7
16	-0.566899	1.000000	0.005978	2.5
17	-0.573786	1.000000	0.005938	2.6
18	-0.579402	1.000000	0.005856	2.4
19	-0.585008	1.000000	0.005757	2.3
20	-0.590657	1.000000	0.005668	2.6
21	-0.594052	1.000000	0.005586	2.8
22	-0.599687	1.000000	0.005484	2.3
23	-0.605823	1.000000	0.005353	2.4
24	-0.609557	1.000000	0.005346	2.3
25	-0.614086	1.000000	0.005218	2.3
26	-0.619201	1.000000	0.005063	2.3
27	-0.624704	1.000000	0.004965	2.4
28	-0.629817	1.000000	0.004851	2.7
29	-0.634312	1.000000	0.004691	3.0
30	-0.638340	1.000000	0.004586	2.4
31	-0.643040	1.000000	0.004439	2.3
32	-0.647729	1.000000	0.004372	2.3
33	-0.651551	1.000000	0.004247	2.3
34	-0.654871	1.000000	0.004130	2.8
35	-0.658822	1.000000	0.003969	2.5
36	-0.661670	1.000000	0.003842	2.3
37	-0.664842	1.000000	0.003736	2.3
38	-0.668851	1.000000	0.003624	2.3
39	-0.672373	1.000000	0.003493	2.3
40	-0.675137	1.000000	0.003361	2.5
41	-0.678417	1.000000	0.003258	2.7
42	-0.681845	1.000000	0.003088	2.4
43	-0.684691	1.000000	0.002974	2.4
44	-0.687459	1.000000	0.002815	2.3
45	-0.690017	1.000000	0.002703	2.3
46	-0.692921	1.000000	0.002533	2.3
47	-0.696067	1.000000	0.002405	2.6
48	-0.696904	1.000000	0.002258	2.6
49	-0.699335	1.000000	0.002126	2.3
50	-0.701385	1.000000	0.001981	2.3
51	-0.704030	1.000000	0.001845	2.3
52	-0.706756	1.000000	0.001708	2.3
53	-0.708928	1.000000	0.001542	2.3
54	-0.710760	1.000000	0.001395	2.7
55	-0.712480	1.000000	0.001260	2.3
56	-0.713625	1.000000	0.001129	2.3
57	-0.714194	1.000000	0.001054	2.3
58	-0.715064	1.000000	0.000958	2.3
59	-0.716415	1.000000	0.000866	2.4
60	-0.717481	1.000000	0.000819	2.3
61	-0.718849	1.000000	0.000764	2.7
62	-0.719226	1.000000	0.000739	2.3
63	-0.719962	1.000000	0.000709	2.3
64	-0.720740	1.000000	0.000682	2.3
65	-0.721356	1.000000	0.000676	2.3
66	-0.722202	1.000000	0.000662	2.5
67	-0.722321	1.000000	0.000651	2.5
68	-0.723183	1.000000	0.000656	2.8
69	-0.723704	1.000000	0.000651	2.9
70	-0.724461	1.000000	0.000634	2.4
71	-0.724737	1.000000	0.000631	2.4
72	-0.725066	1.000000	0.000620	2.4
73	-0.725796	1.000000	0.000614	2.5
74	-0.726372	1.000000	0.000609	2.8
75	-0.727177	1.000000	0.000601	2.4
76	-0.727675	1.000000	0.000598	2.3
77	-0.727936	1.000000	0.000593	2.3
78	-0.728837	1.000000	0.000586	2.3
79	-0.729490	1.000000	0.000585	2.4
80	-0.729609	1.000000	0.000590	2.3
81	-0.730196	1.000000	0.000585	2.7
82	-0.730911	1.000000	0.000576	2.4
83	-0.731519	1.000000	0.000568	2.4
84	-0.732245	1.000000	0.000561	2.4
85	-0.732142	1.000000	0.000556	2.4
86	-0.732706	1.000000	0.000552	2.3
87	-0.733456	1.000000	0.000544	2.8
88	-0.734000	1.000000	0.000543	2.9
89	-0.734587	1.000000	0.000537	2.4
90	-0.735053	1.000000	0.000535	2.4
91	-0.735640	1.000000	0.000532	2.4
92	-0.736125	1.000000	0.000528	2.6
93	-0.737029	1.000000	0.000534	2.4
94	-0.737329	1.000000	0.000529	2.8
95	-0.738071	1.000000	0.000525	2.3
96	-0.738941	1.000000	0.000512	2.4
97	-0.739455	1.000000	0.000506	2.3
98	-0.739895	1.000000	0.000499	2.3
99	-0.740259	1.000000	0.000498	2.3
100	-0.740520	1.000000	0.000492	2.6
101	-0.740982	1.000000	0.000488	2.5
102	-0.741497	1.000000	0.000483	2.3
103	-0.741995	1.000000	0.000477	2.3
104	-0.742253	1.000000	0.000478	2.4
105	-0.742513	1.000000	0.000473	2.3
106	-0.742598	1.000000	0.000467	2.3
107	-0.743179	1.000000	0.000462	2.8
108	-0.743627	1.000000	0.000458	2.6
109	-0.743737	1.000000	0.000452	2.3
110	-0.744357	1.000000	0.000452	2.3
111	-0.744486	1.000000	0.000444	2.3
112	-0.744629	1.000000	0.000444	2.3
113	-0.745089	1.000000	0.000440	2.4
114	-0.745704	1.000000	0.000436	2.8
115	-0.746158	1.000000	0.000433	2.8
116	-0.746304	1.000000	0.000436	2.5
117	-0.746721	1.000000	0.000428	2.4
118	-0.747183	1.000000	0.000423	2.3
119	-0.747569	1.000000	0.000418	2.3
120	-0.747444	1.000000	0.000416	2.7
121	-0.748033	1.000000	0.000414	2.4
122	-0.748790	1.000000	0.000407	2.3
123	-0.749203	1.000000	0.000404	2.3
124	-0.749629	1.000000	0.000400	2.3
