1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.612410	1.000000	0.003189	257.5
1	-0.615469	1.000000	0.003158	3.8
2	-0.618448	1.000000	0.003184	3.3
3	-0.621531	1.000000	0.003017	3.0
4	-0.624492	1.000000	0.002922	2.9
5	-0.627313	1.000000	0.002791	2.8
6	-0.630064	1.000000	0.002761	3.0
7	-0.632573	1.000000	0.002659	3.7
8	-0.635401	1.000000	0.002614	3.4
9	-0.637619	1.000000	0.002505	3.3
10	-0.640103	1.000000	0.002548	3.2
11	-0.642600	1.000000	0.002490	3.6
12	-0.644880	1.000000	0.002410	2.9
13	-0.647249	1.000000	0.002361	2.8
14	-0.649710	1.000000	0.002397	2.7
15	-0.652047	1.000000	0.002343	2.7
16	-0.654291	1.000000	0.002329	2.7
17	-0.656598	1.000000	0.002323	3.6
18	-0.658887	1.000000	0.002296	2.9
19	-0.661083	1.000000	0.002292	2.6
20	-0.663294	1.000000	0.002183	2.6
21	-0.665440	1.000000	0.002164	2.7
22	-0.667560	1.000000	0.002126	2.6
23	-0.669612	1.000000	0.002088	3.4
24	-0.671586	1.000000	0.002021	2.7
25	-0.673566	1.000000	0.002004	2.6
26	-0.675540	1.000000	0.002005	2.6
27	-0.677505	1.000000	0.002036	2.6
28	-0.679201	1.000000	0.001995	2.7
29	-0.681400	1.000000	0.001956	3.1
30	-0.683275	1.000000	0.001950	2.7
31	-0.685195	1.000000	0.001888	2.6
32	-0.687147	1.000000	0.001830	2.6
33	-0.688443	1.000000	0.001772	2.6
34	-0.690374	1.000000	0.001689	2.9
35	-0.692153	1.000000	0.001708	2.9
36	-0.693780	1.000000	0.001769	2.6
37	-0.695105	1.000000	0.001643	2.7
38	-0.696754	1.000000	0.001633	2.6
39	-0.698170	1.000000	0.001563	2.5
40	-0.699393	1.000000	0.001521	2.7
41	-0.701195	1.000000	0.001494	3.4
42	-0.702159	1.000000	0.001477	2.9
43	-0.703684	1.000000	0.001515	2.7
44	-0.705023	1.000000	0.001423	2.5
45	-0.706383	1.000000	0.001436	2.5
46	-0.707531	1.000000	0.001410	3.3
47	-0.708897	1.000000	0.001376	2.7
48	-0.710181	1.000000	0.001334	2.6
49	-0.711400	1.000000	0.001353	2.5
50	-0.712534	1.000000	0.001301	2.5
51	-0.713700	1.000000	0.001241	2.5
52	-0.714596	1.000000	0.001223	3.1
53	-0.715798	1.000000	0.001203	2.9
54	-0.716938	1.000000	0.001280	2.7
55	-0.718245	1.000000	0.001262	2.5
56	-0.719273	1.000000	0.001164	2.5
57	-0.720218	1.000000	0.001180	2.5
58	-0.721307	1.000000	0.001124	3.3
59	-0.722248	1.000000	0.001086	2.8
60	-0.723308	1.000000	0.001097	2.5
61	-0.724228	1.000000	0.001065	2.5
62	-0.725089	1.000000	0.001085	2.5
63	-0.726039	1.000000	0.001063	2.5
64	-0.727095	1.000000	0.001052	3.2
65	-0.727507	1.000000	0.001068	2.8
66	-0.728432	1.000000	0.001033	2.6
67	-0.729301	1.000000	0.001017	2.5
68	-0.730152	1.000000	0.001023	2.5
69	-0.731130	1.000000	0.001012	2.5
70	-0.731664	1.000000	0.001022	3.3
71	-0.732690	1.000000	0.000995	2.8
72	-0.733380	1.000000	0.000998	2.8
73	-0.734371	1.000000	0.001005	2.7
74	-0.735172	1.000000	0.001003	2.5
75	-0.736043	1.000000	0.000958	2.5
76	-0.736842	1.000000	0.000977	3.6
77	-0.737451	1.000000	0.000984	3.3
78	-0.738214	1.000000	0.000987	3.3
79	-0.739284	1.000000	0.000959	3.1
80	-0.739868	1.000000	0.000927	2.6
81	-0.740876	1.000000	0.000935	3.3
82	-0.741531	1.000000	0.001062	2.8
83	-0.742294	1.000000	0.000939	2.6
84	-0.743549	1.000000	0.000913	2.5
85	-0.744296	1.000000	0.000959	2.5
86	-0.745064	1.000000	0.000919	2.6
87	-0.745708	1.000000	0.000919	3.4
88	-0.746342	1.000000	0.000898	2.7
89	-0.747088	1.000000	0.000892	2.5
90	-0.747679	1.000000	0.000869	2.5
91	-0.748386	1.000000	0.000918	2.7
92	-0.748916	1.000000	0.000894	2.6
93	-0.749741	1.000000	0.000873	3.4
94	-0.750192	1.000000	0.000940	2.6
95	-0.750918	1.000000	0.000893	2.5
96	-0.751538	1.000000	0.000879	2.5
97	-0.752262	1.000000	0.000842	2.6
98	-0.752888	1.000000	0.000847	2.5
99	-0.753559	1.000000	0.000852	3.1
100	-0.754081	1.000000	0.000839	2.6
101	-0.754799	1.000000	0.000852	2.5
102	-0.755273	1.000000	0.000865	2.5
103	-0.755956	1.000000	0.000822	2.5
104	-0.756562	1.000000	0.000843	2.5
105	-0.757044	1.000000	0.000882	3.2
106	-0.757601	1.000000	0.000856	2.7
107	-0.758112	1.000000	0.000846	2.6
108	-0.758682	1.000000	0.000844	2.6
109	-0.759175	1.000000	0.000825	2.5
110	-0.759797	1.000000	0.000898	2.5
111	-0.760211	1.000000	0.000837	3.5
112	-0.760737	1.000000	0.000837	2.7
113	-0.761128	1.000000	0.000828	2.5
114	-0.761743	1.000000	0.000812	2.6
115	-0.762187	1.000000	0.000848	2.5
116	-0.762558	1.000000	0.000773	2.5
117	-0.763196	1.000000	0.000772	3.2
118	-0.763604	1.000000	0.000919	3.1
119	-0.763932	1.000000	0.000842	3.0
120	-0.764591	1.000000	0.000831	2.5
121	-0.764887	1.000000	0.000825	2.5
122	-0.765621	1.000000	0.000818	2.5
123	-0.766036	1.000000	0.000845	3.3
124	-0.766282	1.000000	0.000764	2.6
125	-0.766909	1.000000	0.000797	2.6
126	-0.767161	1.000000	0.000869	2.5
127	-0.767583	1.000000	0.000769	2.5
128	-0.767987	1.000000	0.000710	2.5
129	-0.768413	1.000000	0.000788	3.3
130	-0.769243	1.000000	0.000768	2.7
131	-0.769673	1.000000	0.000771	2.7
132	-0.770011	1.000000	0.000855	3.0
133	-0.770345	0.500000	0.000861	3.0
134	-0.770586	0.500000	0.000654	3.4
135	-0.770847	0.500000	0.000667	2.7
136	-0.770989	0.500000	0.000691	2.5
137	-0.771255	0.500000	0.000717	2.5
138	-0.771443	0.500000	0.000737	2.5
139	-0.771631	0.500000	0.000761	2.5
140	-0.771746	0.500000	0.000673	3.3
141	-0.771939	0.500000	0.000687	2.8
142	-0.772204	0.500000	0.000789	2.6
143	-0.772200	0.500000	0.000752	2.5
144	-0.772179	0.500000	0.000807	2.5
145	-0.772464	0.500000	0.000703	2.5
146	-0.772647	0.500000	0.000773	3.8
147	-0.772795	0.250000	0.000776	2.8
148	-0.772916	0.250000	0.000615	2.5
149	-0.772957	0.250000	0.000664	2.5
150	-0.773172	0.250000	0.000657	2.5
151	-0.773137	0.250000	0.000623	2.5
152	-0.773297	0.250000	0.000671	3.6
153	-0.773320	0.250000	0.000665	3.3
154	-0.773403	0.250000	0.000720	3.1
155	-0.773538	0.250000	0.000626	2.9
156	-0.773642	0.250000	0.000650	2.9
157	-0.773653	0.250000	0.000697	3.7
158	-0.773865	0.250000	0.000609	3.1
159	-0.773894	0.250000	0.000776	2.6
160	-0.773951	0.250000	0.000732	2.5
161	-0.774028	0.250000	0.000688	2.5
162	-0.774052	0.250000	0.000619	2.6
163	-0.774259	0.250000	0.000697	3.2
164	-0.774328	0.250000	0.000658	2.6
165	-0.774356	0.250000	0.000645	2.5
166	-0.774437	0.250000	0.000712	2.5
167	-0.774430	0.125000	0.000824	2.5
