1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.651215	1.000000	0.001305	238.7
1	-0.652760	1.000000	0.001283	3.7
2	-0.654129	1.000000	0.001298	3.1
3	-0.655518	1.000000	0.001242	3.3
4	-0.656601	1.000000	0.001250	3.2
5	-0.658085	1.000000	0.001144	3.7
6	-0.659265	1.000000	0.001150	3.2
7	-0.660520	1.000000	0.001086	3.0
8	-0.661499	1.000000	0.000985	3.0
9	-0.662593	1.000000	0.000987	3.0
10	-0.663524	1.000000	0.000948	3.5
11	-0.663565	1.000000	0.000893	3.0
12	-0.664382	1.000000	0.000907	3.0
13	-0.665286	1.000000	0.000889	3.0
14	-0.666145	1.000000	0.000870	3.1
15	-0.667050	1.000000	0.000898	3.6
16	-0.668043	1.000000	0.000838	3.1
17	-0.668971	1.000000	0.000896	3.0
18	-0.669835	1.000000	0.000869	3.0
19	-0.670657	1.000000	0.000879	3.1
20	-0.671486	1.000000	0.000873	3.6
21	-0.672800	1.000000	0.000895	3.1
22	-0.673684	1.000000	0.000926	3.0
23	-0.674557	1.000000	0.000868	3.4
24	-0.675702	1.000000	0.000847	3.1
25	-0.677026	1.000000	0.000857	3.6
26	-0.677861	1.000000	0.000828	3.0
27	-0.678707	1.000000	0.000746	3.0
28	-0.679366	1.000000	0.000706	3.5
29	-0.680047	1.000000	0.000678	3.0
30	-0.680354	1.000000	0.000672	3.6
31	-0.681017	1.000000	0.000634	3.0
32	-0.681436	1.000000	0.000610	3.0
33	-0.681867	1.000000	0.000610	3.0
34	-0.682547	1.000000	0.000568	3.0
35	-0.683161	1.000000	0.000547	3.2
36	-0.683691	1.000000	0.000526	3.6
37	-0.684554	1.000000	0.000526	3.9
38	-0.685244	1.000000	0.000506	3.5
39	-0.685786	1.000000	0.000509	3.4
40	-0.685765	1.000000	0.000510	3.8
41	-0.686330	1.000000	0.000526	3.5
42	-0.686510	1.000000	0.000530	3.6
43	-0.687225	1.000000	0.000536	3.6
44	-0.688371	1.000000	0.000534	3.6
45	-0.688815	1.000000	0.000581	3.4
46	-0.688954	1.000000	0.000574	3.1
47	-0.689205	1.000000	0.000586	2.9
48	-0.689798	1.000000	0.000599	2.9
49	-0.690388	1.000000	0.000580	2.9
50	-0.690956	1.000000	0.000560	3.5
51	-0.691744	1.000000	0.000506	2.9
52	-0.692033	1.000000	0.000496	3.0
53	-0.692562	1.000000	0.000481	2.9
54	-0.692799	1.000000	0.000473	3.0
55	-0.693340	1.000000	0.000463	3.6
56	-0.693310	1.000000	0.000461	3.0
57	-0.693763	1.000000	0.000450	2.9
58	-0.694101	1.000000	0.000439	2.9
59	-0.694784	1.000000	0.000460	3.2
60	-0.695110	1.000000	0.000439	3.8
61	-0.695365	1.000000	0.000417	3.4
62	-0.695917	1.000000	0.000409	3.0
63	-0.696247	1.000000	0.000402	2.9
64	-0.696763	1.000000	0.000414	2.9
65	-0.697074	1.000000	0.000418	3.6
66	-0.697574	1.000000	0.000427	3.4
67	-0.697510	1.000000	0.000473	3.3
68	-0.697959	1.000000	0.000482	2.9
69	-0.698401	1.000000	0.000484	3.0
70	-0.698591	1.000000	0.000452	3.6
71	-0.699032	1.000000	0.000439	3.1
72	-0.699151	1.000000	0.000411	3.0
73	-0.699598	1.000000	0.000392	2.9
74	-0.700071	1.000000	0.000383	3.0
75	-0.700427	1.000000	0.000374	3.5
76	-0.700742	1.000000	0.000355	3.0
77	-0.701221	1.000000	0.000336	3.0
78	-0.701287	1.000000	0.000363	2.9
79	-0.701661	1.000000	0.000347	3.0
80	-0.702102	1.000000	0.000322	3.2
81	-0.702365	1.000000	0.000332	3.3
82	-0.702586	1.000000	0.000320	2.9
83	-0.702795	1.000000	0.000335	2.9
84	-0.703021	1.000000	0.000306	3.0
85	-0.703312	1.000000	0.000299	3.5
86	-0.703385	1.000000	0.000301	3.4
87	-0.703664	1.000000	0.000324	2.9
88	-0.703827	1.000000	0.000366	3.0
89	-0.704045	1.000000	0.000361	2.9
90	-0.704190	1.000000	0.000346	2.9
91	-0.704438	1.000000	0.000343	3.6
92	-0.704281	1.000000	0.000304	2.9
93	-0.704659	1.000000	0.000278	2.9
94	-0.704857	1.000000	0.000253	3.0
95	-0.705529	1.000000	0.000260	2.9
96	-0.705914	1.000000	0.000260	3.6
97	-0.706004	1.000000	0.000265	3.0
98	-0.706221	1.000000	0.000300	3.0
99	-0.706366	1.000000	0.000321	2.9
100	-0.706845	1.000000	0.000334	3.0
101	-0.706989	1.000000	0.000303	3.4
102	-0.707219	1.000000	0.000287	3.6
103	-0.707396	1.000000	0.000268	3.4
104	-0.707803	1.000000	0.000279	3.0
105	-0.707880	1.000000	0.000303	2.9
106	-0.708101	1.000000	0.000299	3.4
107	-0.708685	1.000000	0.000281	3.0
108	-0.709045	1.000000	0.000301	3.0
109	-0.709178	1.000000	0.000310	3.0
110	-0.708963	1.000000	0.000329	2.9
111	-0.709031	1.000000	0.000316	3.1
112	-0.709245	1.000000	0.000326	3.4
113	-0.709301	1.000000	0.000300	3.1
114	-0.709600	1.000000	0.000307	2.9
115	-0.709797	1.000000	0.000319	2.9
116	-0.710006	1.000000	0.000326	3.0
117	-0.710388	1.000000	0.000307	3.6
118	-0.710243	1.000000	0.000304	3.0
119	-0.710845	1.000000	0.000307	2.9
120	-0.710673	1.000000	0.000326	2.9
