1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.699811	1.000000	0.001788	214.0
1	-0.701486	1.000000	0.001566	3.1
2	-0.702806	1.000000	0.001277	3.1
3	-0.703883	1.000000	0.001064	3.0
4	-0.704949	1.000000	0.000815	3.0
5	-0.705838	1.000000	0.000686	2.9
6	-0.706462	1.000000	0.000596	2.8
7	-0.707268	1.000000	0.000524	2.9
8	-0.707970	1.000000	0.000507	3.1
9	-0.708515	1.000000	0.000502	2.7
10	-0.709037	1.000000	0.000477	2.7
11	-0.709685	1.000000	0.000453	2.7
12	-0.710195	1.000000	0.000439	2.8
13	-0.709946	1.000000	0.000434	2.7
14	-0.710249	1.000000	0.000423	2.7
15	-0.710411	1.000000	0.000417	2.6
16	-0.710864	1.000000	0.000399	2.7
17	-0.710825	1.000000	0.000383	2.7
18	-0.711417	1.000000	0.000370	2.5
19	-0.712117	1.000000	0.000354	2.5
20	-0.712500	1.000000	0.000345	2.6
21	-0.712844	1.000000	0.000340	2.6
22	-0.713020	1.000000	0.000344	2.5
23	-0.713415	1.000000	0.000326	2.5
24	-0.714016	1.000000	0.000316	2.5
25	-0.714468	1.000000	0.000309	2.5
26	-0.714705	1.000000	0.000298	3.0
27	-0.714630	1.000000	0.000290	2.5
28	-0.715205	1.000000	0.000282	2.6
29	-0.715502	1.000000	0.000275	2.7
30	-0.716031	1.000000	0.000269	2.6
31	-0.715924	1.000000	0.000269	2.3
32	-0.716424	1.000000	0.000259	2.9
33	-0.716691	1.000000	0.000253	2.4
34	-0.716947	1.000000	0.000256	2.5
35	-0.717123	1.000000	0.000246	2.5
36	-0.717068	1.000000	0.000245	2.5
37	-0.717306	1.000000	0.000247	2.4
38	-0.717533	1.000000	0.000254	2.2
39	-0.718119	1.000000	0.000248	2.6
40	-0.718188	1.000000	0.000242	2.1
41	-0.719322	1.000000	0.000244	2.1
42	-0.719549	1.000000	0.000244	2.1
43	-0.719732	1.000000	0.000240	2.3
44	-0.719954	1.000000	0.000234	2.1
45	-0.720169	1.000000	0.000241	2.1
46	-0.720076	1.000000	0.000251	2.6
47	-0.720538	1.000000	0.000252	2.5
48	-0.720275	1.000000	0.000258	2.2
49	-0.720719	1.000000	0.000257	2.1
50	-0.720108	1.000000	0.000253	2.0
51	-0.720645	1.000000	0.000245	2.1
52	-0.720437	1.000000	0.000260	2.1
53	-0.720775	1.000000	0.000266	2.3
54	-0.720724	1.000000	0.000248	2.5
55	-0.720947	1.000000	0.000230	2.4
56	-0.721155	1.000000	0.000227	2.4
57	-0.721274	1.000000	0.000220	2.1
58	-0.721379	1.000000	0.000216	2.1
59	-0.721402	1.000000	0.000226	2.1
60	-0.721109	1.000000	0.000232	2.3
61	-0.721247	1.000000	0.000250	2.3
62	-0.721267	1.000000	0.000246	2.1
63	-0.721408	1.000000	0.000244	2.0
64	-0.721075	1.000000	0.000245	2.1
65	-0.721546	1.000000	0.000249	2.0
66	-0.721084	1.000000	0.000235	2.0
67	-0.721811	1.000000	0.000217	2.1
68	-0.721109	1.000000	0.000215	2.4
69	-0.721684	1.000000	0.000208	2.5
70	-0.721552	1.000000	0.000213	2.6
71	-0.722266	1.000000	0.000221	2.1
72	-0.721860	1.000000	0.000217	2.1
73	-0.722236	1.000000	0.000218	2.1
74	-0.722246	1.000000	0.000219	2.1
75	-0.722480	1.000000	0.000211	2.5
76	-0.722704	1.000000	0.000206	2.1
77	-0.722946	1.000000	0.000201	2.1
78	-0.722740	1.000000	0.000201	2.0
79	-0.723600	1.000000	0.000198	2.0
80	-0.723260	1.000000	0.000200	2.1
81	-0.723666	1.000000	0.000197	2.1
82	-0.723510	1.000000	0.000195	2.1
83	-0.724083	1.000000	0.000202	2.5
84	-0.723853	1.000000	0.000203	2.1
85	-0.723915	1.000000	0.000206	2.1
86	-0.724022	1.000000	0.000209	2.0
87	-0.724494	1.000000	0.000205	2.0
88	-0.724350	1.000000	0.000208	2.1
89	-0.724736	1.000000	0.000235	2.1
90	-0.724440	1.000000	0.000236	2.3
91	-0.725009	1.000000	0.000226	2.2
92	-0.724278	1.000000	0.000233	2.1
93	-0.724841	1.000000	0.000230	2.1
94	-0.724447	1.000000	0.000227	2.0
95	-0.724587	1.000000	0.000215	2.2
96	-0.724691	1.000000	0.000222	2.0
97	-0.725010	1.000000	0.000232	2.0
98	-0.724822	1.000000	0.000226	2.5
99	-0.725263	1.000000	0.000223	2.5
100	-0.724644	1.000000	0.000230	2.4
101	-0.725267	1.000000	0.000256	2.1
102	-0.724871	1.000000	0.000246	8.5
103	-0.725518	1.000000	0.000246	8.2
104	-0.725121	1.000000	0.000239	8.2
105	-0.725766	1.000000	0.000245	7.0
106	-0.725382	1.000000	0.000230	8.6
107	-0.726144	1.000000	0.000244	8.0
108	-0.725614	1.000000	0.000256	8.5
109	-0.726333	1.000000	0.000243	8.2
110	-0.726012	1.000000	0.000242	8.6
111	-0.726234	1.000000	0.000253	7.0
112	-0.726419	1.000000	0.000227	8.5
113	-0.726610	1.000000	0.000213	7.0
114	-0.726719	1.000000	0.000216	8.6
