1:ItNr	2:Metric	FS0:test:0	Time[ms]
0	-0.403775	-1.500000	1.9
1	-0.403197	-1.490000	1.2
2	-0.405290	-1.480000	0.8
3	-0.406343	-1.470000	0.7
4	-0.409081	-1.460000	0.6
5	-0.408884	-1.450000	0.6
6	-0.410428	-1.440000	0.6
7	-0.410782	-1.430000	0.6
8	-0.409859	-1.420000	0.6
9	-0.407959	-1.410000	0.6
10	-0.404293	-1.400000	0.6
11	-0.402777	-1.390000	0.5
12	-0.398157	-1.380000	0.5
13	-0.393416	-1.370000	0.5
14	-0.389529	-1.360000	0.5
15	-0.381032	-1.350000	0.5
16	-0.373631	-1.340000	0.5
17	-0.367028	-1.330000	0.5
18	-0.359995	-1.320000	0.5
19	-0.351305	-1.310000	0.5
20	-0.345420	-1.300000	0.6
21	-0.340214	-1.290000	1.0
22	-0.337078	-1.280000	1.0
23	-0.334526	-1.270000	0.6
24	-0.336319	-1.260000	0.6
25	-0.338078	-1.250000	0.5
26	-0.339643	-1.240000	0.6
27	-0.338618	-1.230000	0.6
28	-0.338654	-1.220000	0.6
29	-0.336065	-1.210000	0.5
30	-0.332864	-1.200000	0.5
31	-0.329444	-1.190000	0.5
32	-0.327661	-1.180000	0.5
33	-0.325403	-1.170000	0.5
34	-0.322390	-1.160000	0.5
35	-0.318713	-1.150000	0.5
36	-0.319032	-1.140000	0.5
37	-0.320625	-1.130000	0.5
38	-0.323725	-1.120000	0.5
39	-0.325836	-1.110000	0.5
40	-0.327347	-1.100000	0.5
41	-0.326666	-1.090000	0.5
42	-0.325489	-1.080000	0.5
43	-0.324612	-1.070000	0.5
44	-0.320366	-1.060000	0.5
45	-0.318742	-1.050000	0.5
46	-0.320680	-1.040000	0.5
47	-0.324637	-1.030000	0.5
48	-0.328039	-1.020000	0.5
49	-0.329284	-1.010000	0.5
50	-0.331652	-1.000000	0.5
51	-0.330632	-0.990000	0.5
52	-0.330690	-0.980000	0.5
53	-0.329729	-0.970000	0.5
54	-0.327799	-0.960000	0.5
55	-0.327769	-0.950000	0.6
56	-0.328583	-0.940000	0.7
57	-0.330022	-0.930000	0.5
58	-0.325937	-0.920000	0.5
59	-0.324960	-0.910000	0.5
60	-0.326521	-0.900000	0.5
61	-0.329055	-0.890000	0.5
62	-0.333335	-0.880000	0.5
63	-0.338633	-0.870000	0.5
64	-0.341520	-0.860000	0.5
65	-0.344593	-0.850000	0.5
66	-0.345600	-0.840000	0.6
67	-0.343273	-0.830000	0.6
68	-0.338193	-0.820000	0.5
69	-0.337902	-0.810000	0.5
70	-0.338068	-0.800000	0.5
71	-0.337687	-0.790000	0.5
72	-0.337793	-0.780000	0.5
73	-0.340720	-0.770000	0.5
74	-0.345603	-0.760000	0.5
75	-0.351314	-0.750000	0.5
76	-0.360265	-0.740000	0.5
77	-0.370242	-0.730000	0.5
78	-0.377705	-0.720000	0.5
79	-0.387203	-0.710000	0.5
80	-0.395623	-0.700000	0.5
81	-0.402741	-0.690000	0.5
82	-0.411714	-0.680000	0.5
83	-0.418439	-0.670000	0.6
84	-0.425828	-0.660000	0.6
85	-0.432025	-0.650000	0.8
86	-0.435024	-0.640000	0.6
87	-0.435370	-0.630000	0.6
88	-0.437202	-0.620000	0.6
89	-0.439056	-0.610000	0.5
90	-0.440424	-0.600000	0.5
91	-0.443308	-0.590000	0.6
92	-0.445651	-0.580000	0.6
93	-0.446758	-0.570000	0.5
94	-0.448431	-0.560000	0.6
95	-0.451276	-0.550000	0.5
96	-0.456514	-0.540000	0.5
97	-0.461960	-0.530000	0.5
98	-0.465352	-0.520000	0.5
99	-0.466983	-0.510000	0.6
100	-0.464059	-0.500000	0.6
101	-0.463145	-0.490000	0.5
102	-0.465594	-0.480000	0.6
103	-0.469794	-0.470000	0.6
104	-0.474352	-0.460000	0.6
105	-0.475542	-0.450000	0.6
106	-0.478561	-0.440000	0.6
107	-0.477433	-0.430000	0.6
108	-0.479819	-0.420000	0.6
109	-0.483298	-0.410000	0.6
110	-0.490956	-0.400000	0.5
111	-0.499485	-0.390000	0.6
112	-0.506149	-0.380000	0.6
113	-0.510964	-0.370000	0.6
114	-0.516157	-0.360000	0.8
115	-0.522691	-0.350000	0.6
116	-0.531684	-0.340000	0.6
117	-0.541718	-0.330000	0.6
118	-0.551350	-0.320000	0.6
119	-0.558569	-0.310000	0.6
120	-0.565811	-0.300000	0.6
121	-0.573338	-0.290000	0.6
122	-0.577950	-0.280000	0.6
123	-0.583585	-0.270000	0.6
124	-0.587345	-0.260000	0.6
125	-0.593655	-0.250000	0.6
126	-0.597559	-0.240000	0.6
127	-0.601779	-0.230000	0.6
128	-0.607951	-0.220000	0.6
129	-0.615862	-0.210000	0.6
130	-0.623727	-0.200000	0.6
131	-0.631671	-0.190000	0.6
132	-0.639209	-0.180000	0.6
133	-0.647503	-0.170000	0.6
134	-0.654803	-0.160000	0.6
135	-0.661586	-0.150000	0.6
136	-0.668623	-0.140000	0.6
137	-0.673950	-0.130000	0.6
138	-0.678832	-0.120000	0.6
139	-0.683188	-0.110000	0.6
140	-0.685175	-0.100000	0.6
141	-0.689232	-0.090000	0.6
142	-0.694600	-0.080000	0.9
143	-0.700904	-0.070000	0.7
144	-0.707361	-0.060000	0.6
145	-0.713017	-0.050000	0.6
146	-0.716481	-0.040000	0.6
147	-0.721806	-0.030000	0.6
148	-0.724238	-0.020000	0.6
149	-0.724839	-0.010000	0.6
150	-0.722326	0.000000	0.6
151	-0.724862	0.010000	0.7
152	-0.723014	0.020000	0.6
153	-0.719539	0.030000	0.6
154	-0.714651	0.040000	0.6
155	-0.710842	0.050000	0.6
156	-0.707477	0.060000	0.6
157	-0.702689	0.070000	0.7
158	-0.695301	0.080000	0.6
159	-0.690599	0.090000	0.6
160	-0.685324	0.100000	0.6
161	-0.678812	0.110000	0.6
162	-0.670207	0.120000	0.6
163	-0.661101	0.130000	0.6
164	-0.652951	0.140000	0.7
165	-0.644662	0.150000	0.7
166	-0.634934	0.160000	0.7
167	-0.624146	0.170000	0.8
168	-0.614954	0.180000	0.7
169	-0.609721	0.190000	0.6
170	-0.605245	0.200000	0.6
171	-0.600057	0.210000	0.6
172	-0.595494	0.220000	0.6
173	-0.592275	0.230000	0.6
174	-0.588738	0.240000	0.6
175	-0.582054	0.250000	0.6
176	-0.575719	0.260000	0.6
177	-0.568628	0.270000	0.6
178	-0.563032	0.280000	0.6
179	-0.554849	0.290000	0.6
180	-0.547040	0.300000	0.6
